,UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,UEIS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C21BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C18BASIC,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
187,110060,Bethesda University,Bethesda University,730 N. Euclid St,Anaheim,CA,92801,6,8,Pan-Ho Kim,President,7146831212,953104298,tj2urdmlykl5,03266300,1,www.buc.edu/,www.buc.edu/admissions,www.buc.edu/financial-aid,www.buc.edu/admissions,www.buc.edu/net-price-calculator,https://www.buc.edu/financial-aid,https://www.buc.edu/bppe-publications-and-others,www.buc.edu/procedures-and-policies,2,1,2,9,1,1,13,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,22,20,7,11,5,6,24,24,24,51,2,1,2,-2,-2,31080,1,348,6059,Orange County,646,-117.941323,33.842295,140,2
188,110097,Biola University, ,13800 Biola Ave,La Mirada,CA,90639-0001,6,8,Barry H. Corey,President,5629036000,950549600,VNN8HLZ64P14,00112200,1,https://www.biola.edu/,https://www.biola.edu/admissions/undergrad,https://www.biola.edu/financial-aid/scholarships-and-aid/undergrad,https://www.biola.edu/admissions/undergrad#apply-now,https://www.biola.edu/financial-aid/resources/net-price-calculator#net-price,https://www.biola.edu/veterans-services,https://catalog.biola.edu/general-information/admission-enrollment-graduation-requirements/#text,https://www.biola.edu/disability-services,2,1,2,9,1,1,12,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,17,13,18,13,5,14,17,17,17,16,2,3,2,-2,-2,31080,1,348,6037,Los Angeles County,638,-118.014374,33.906203,100,1
189,110194,Brownson Technical School, ,1110 Technology Cir Ste D,Anaheim,CA,92805,6,8,William Brown,President,7147749443,330608347,TRM5EKNWGNF7,02543400,1,https://brownson.edu/,https://faith@brownson.edu/,https://patti@brownson.edu/, ,https://brownson.edu/netprice/npcalc.php, , ,www.brownson.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,31080,1,348,6059,Orange County,646,-117.905774,33.819032,214,2
190,110219,Bryan University, ,350 W Washington St,Tempe,AZ,85281,4,6,Eric Evans,President,6023842555,450509144,kr9expsc6sh5,00716400,1,bryanuniversity.edu/,bryanuniversity.edu/,bryanuniversity.edu/,https://online.bryanuniversity.edu/Applicant/ApplyOnline_CreateAccount.aspx,bryanuniversity.edu/about/consumer-info/net-price-calculator/,bryanuniversity.edu/admissions/military-students/, ,bryanuniversity.edu/,3,1,3,7,1,1,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,3,23,5,0,11,2,9,26,14,10,-2,2,2,2,-2,-2,38060,1,429,4013,Maricopa County,409,-111.944197,33.437779,195,2
191,110246,Butte College, ,3536 Butte Campus Drive,Oroville,CA,95965-8399,6,8,Virginia Guleff,Superintendent/President,5308952511,941637174,JMANAG5N2UR9,00807300,1,www.butte.edu/,www.butte.edu/admissions/,www.butte.edu/financialaid/,www.butte.edu/services/admissions/apply.html,https://misweb.cccco.edu/npc/111/npcalc.htm,www.butte.edu/veteransservices/, ,www.butte.edu/dsps/,4,2,1,4,1,2,40,1,2,-2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1,4,7,3,0,2,1,4,7,4,3,40,2,3,1,California Community College System,106010,17020,1,-2,6007,Butte County,601,-121.644831,39.649782,77,1
192,110316,California Institute of Integral Studies,CIIS,1453 Mission Street,San Francisco,CA,94103,6,8,Brock Blomberg,President,4155756100,942254303,KYPYLWWACG79,01215400,1,www.ciis.edu/,www.ciis.edu/apply,www.ciis.edu/admissions-and-financial-aid,www.ciis.edu/apply,https://my.ciis.edu/ICS/Financial_Aid/Forms_and_Resources.jnz?portlet=Budget_Calculator&_ga=2.122314440.273392424.1504792767-1278539770.1487619126,www.ciis.edu/Admissions_and_Financial_Aid/Financial_Aid/Veterans_and_Their_Families.html, ,www.ciis.edu/student-resources/student-disability-services,2,1,2,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,17,8,16,11,6,9,17,17,17,59,2,2,2,-2,-2,41860,1,488,6075,San Francisco County,612,-122.416102,37.774924,102,1
193,110334,Cabrillo College, ,6500 Soquel Dr,Aptos,CA,95003,6,8,Matthew Wetstein,Superintendent/President,8314796100,946002633,HMNLH55DMM97,00112400,1,https://www.cabrillo.edu/,https://www.cabrillo.edu/admissions-and-records/,https://www.cabrillo.edu/financial-aid/,https://www.cabrillo.edu/apply-register/,misweb.cccco.edu/npc/411/npcalc.htm,https://www.cabrillo.edu/veteran-information-center/, ,https://www.cabrillo.edu/accessibility-support-center/,4,2,1,3,1,2,40,1,2,-2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1,4,1,1,0,1,1,4,1,4,3,40,2,3,1,California Community College System,106010,42100,1,488,6087,Santa Cruz County,620,-121.924797,36.989448,60,1
194,110361,California Baptist University,CBU,8432 Magnolia Ave,Riverside,CA,92504-3297,6,8,Ronald Ellis,President,8772283615,951890710,NQMVAAQUFU53,00112500,1,www.calbaptist.edu/,www.calbaptist.edu/admissions,www.calbaptist.edu/admissions/financial-aid/,www.calbaptist.edu/future-students/why-cbu/applying-cbu/,https://calbaptist.studentaidcalculator.com/welcome.aspx, ,www.cbulancers.com/documents/2014/10/1//gradrates.pdf?id=649,www.calbaptist.edu/explore-cbu/offices/academic-success-center/disability-services/,2,1,2,9,1,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,18,16,18,11,4,13,18,18,18,21,2,4,2,-2,-2,40140,1,348,6065,Riverside County,641,-117.425619,33.929321,109,1
195,110370,California College of the Arts, ,1111 Eighth Street,San Francisco,CA,94107-2247,6,8,Stephen Beal,President,5105943600,941156485,L8FMTMKL1UK7,00112700,1,www.cca.edu/,www.cca.edu/admissions,www.cca.edu/admissions/financial-aid/,www.cca.edu/admissions/apply,www.cca.edu/admissions/tuition/#section-calculator, , ,portal.cca.edu/thriving/dean-students/access-disability-services/,2,1,2,7,1,1,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,30,17,8,11,4,11,30,30,30,56,2,2,2,-2,-2,41860,1,488,6075,San Francisco County,612,-122.399451,37.767485,168,1
196,110398,University of California-Hastings College of Law,UC Hastings,200 McAllister Street,San Francisco,CA,94102-4978,6,8,David Faigman,Chancellor & Dean,4155654600,942581680,U8UTU49CWVC5,00394700,1,www.uchastings.edu/,www.uchastings.edu/admissions/,www.uchastings.edu/about/admin-offices/financial-aid/,https://www.uchastings.edu/apply/,www.uchastings.edu/fiscal-services/tuition-and-fees/,https://www.uchastings.edu/admissions/financial-aid/scholarships-for-entering-students/veterans/, ,www.uchastings.edu/academics/academic-success/disability-resource-program/,1,1,1,9,2,1,13,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,1,31,0,11,0,7,18,31,31,31,57,2,2,2,-2,-2,41860,1,488,6075,San Francisco County,612,-122.4157,37.781137,169,1
197,110404,California Institute of Technology,Caltech,1200 E California Blvd,Pasadena,CA,91125,6,8,Thomas F. Rosenbaum,President,6263956811,951643307,U2JMKHNS5TG4,00113100,1,www.caltech.edu/,www.admissions.caltech.edu/,www.finaid.caltech.edu/,www.admissions.caltech.edu/apply,www.finaid.caltech.edu/npc,registrar.caltech.edu/academics/Veterans#Adding, ,https://cass.caltech.edu/,2,1,2,9,1,1,12,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,15,11,17,14,6,11,15,15,15,15,2,2,2,-2,-2,31080,1,348,6037,Los Angeles County,627,-118.125878,34.137349,93,1
198,110413,California Lutheran University, ,60 W Olsen Rd,Thousand Oaks,CA,91360-2787,6,8,Dr. Lori Varlotta,President,8054922411,952962604,UTQ7GBV8BLL8,00113300,1,www.callutheran.edu/,www.callutheran.edu/admission/,www.callutheran.edu/financial-aid/,www.callutheran.edu/admission/apply.html,https://www.callutheran.edu/financial-aid/tuition-fees/net-price-calculator.html,www.callutheran.edu/veterans/, ,www.callutheran.edu/students/disability-services/,2,1,2,9,1,1,13,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,18,10,7,13,5,14,18,18,18,21,2,2,2,-2,-2,37100,1,348,6111,Ventura County,626,-118.878924,34.224566,110,1
199,110422,California Polytechnic State University-San Luis Obispo,Cal Poly,1 Grand Ave.,San Luis Obispo,CA,93407,6,8,Jeffrey D. Armstrong,President,8057561111,946001347,CPVFEDRAL3U6,00114300,1,calpoly.edu/,https://www.calpoly.edu/admissions,https://www.calpoly.edu/financial-aid,www2.calstate.edu/apply,https://www.calpoly.edu/net-price-calculator,afd.calpoly.edu/fees/,https://web3.ncaa.org/aprsearch/gsrsearch,www.drc.calpoly.edu/,1,1,1,7,1,1,20,1,2,2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1,2,18,16,4,14,3,16,18,18,18,21,2,5,1,California State University,106020,42020,1,-2,6079,San Luis Obispo County,624,-120.657311,35.299513,104,2
